"1","Bret","False","delectus aut autem"
"1","Bret","False","quis ut nam facilis et officia qui"
"1","Bret","False","fugiat veniam minus"
"1","Bret","True","et porro tempora"
"1","Bret","False","laboriosam mollitia et enim quasi adipisci quia provident illum"
"1","Bret","False","qui ullam ratione quibusdam voluptatem quia omnis"
"1","Bret","False","illo expedita consequatur quia in"
"1","Bret","True","quo adipisci enim quam ut ab"
"1","Bret","False","molestiae perspiciatis ipsa"
"1","Bret","True","illo est ratione doloremque quia maiores aut"
"1","Bret","True","vero rerum temporibus dolor"
"1","Bret","True","ipsa repellendus fugit nisi"
"1","Bret","False","et doloremque nulla"
"1","Bret","True","repellendus sunt dolores architecto voluptatum"
"1","Bret","True","ab voluptatum amet voluptas"
"1","Bret","True","accusamus eos facilis sint et aut voluptatem"
"1","Bret","True","quo laboriosam deleniti aut qui"
"1","Bret","False","dolorum est consequatur ea mollitia in culpa"
"1","Bret","True","molestiae ipsa aut voluptatibus pariatur dolor nihil"
"1","Bret","True","ullam nobis libero sapiente ad optio sint"
"1","Bret","False","suscipit repellat esse quibusdam voluptatem incidunt"
"1","Bret","True","distinctio vitae autem nihil ut molestias quo"
"1","Bret","False","et itaque necessitatibus maxime molestiae qui quas velit"
"1","Bret","False","adipisci non ad dicta qui amet quaerat doloribus ea"
"1","Bret","True","voluptas quo tenetur perspiciatis explicabo natus"
"1","Bret","True","aliquam aut quasi"
"1","Bret","True","veritatis pariatur delectus"
"1","Bret","False","nesciunt totam sit blanditiis sit"
"1","Bret","False","laborum aut in quam"
"1","Bret","True","nemo perspiciatis repellat ut dolor libero commodi blanditiis omnis"
"1","Bret","False","repudiandae totam in est sint facere fuga"
"1","Bret","False","earum doloribus ea doloremque quis"
"1","Bret","False","sint sit aut vero"
"1","Bret","False","porro aut necessitatibus eaque distinctio"
"1","Bret","True","repellendus veritatis molestias dicta incidunt"
"1","Bret","True","excepturi deleniti adipisci voluptatem et neque optio illum ad"
"1","Bret","False","sunt cum tempora"
"1","Bret","False","totam quia non"
"1","Bret","False","doloremque quibusdam asperiores libero corrupti illum qui omnis"
"1","Bret","True","totam atque quo nesciunt"
"1","Bret","False","aliquid amet impedit consequatur aspernatur placeat eaque fugiat suscipit"
"1","Bret","False","rerum perferendis error quia ut eveniet"
"1","Bret","True","tempore ut sint quis recusandae"
"1","Bret","True","cum debitis quis accusamus doloremque ipsa natus sapiente omnis"
"1","Bret","False","velit soluta adipisci molestias reiciendis harum"
"1","Bret","False","vel voluptatem repellat nihil placeat corporis"
"1","Bret","False","nam qui rerum fugiat accusamus"
"1","Bret","False","sit reprehenderit omnis quia"
"1","Bret","False","ut necessitatibus aut maiores debitis officia blanditiis velit et"
"1","Bret","True","cupiditate necessitatibus ullam aut quis dolor voluptate"
"1","Bret","False","distinctio exercitationem ab doloribus"
"1","Bret","False","nesciunt dolorum quis recusandae ad pariatur ratione"
"1","Bret","False","qui labore est occaecati recusandae aliquid quam"
"1","Bret","True","quis et est ut voluptate quam dolor"
"1","Bret","True","voluptatum omnis minima qui occaecati provident nulla voluptatem ratione"
"1","Bret","True","deleniti ea temporibus enim"
"1","Bret","False","pariatur et magnam ea doloribus similique voluptatem rerum quia"
"1","Bret","False","est dicta totam qui explicabo doloribus qui dignissimos"
"1","Bret","False","perspiciatis velit id laborum placeat iusto et aliquam odio"
"1","Bret","True","et sequi qui architecto ut adipisci"
"1","Bret","True","odit optio omnis qui sunt"
"1","Bret","False","et placeat et tempore aspernatur sint numquam"
"1","Bret","True","doloremque aut dolores quidem fuga qui nulla"
"1","Bret","False","voluptas consequatur qui ut quia magnam nemo esse"
"1","Bret","False","fugiat pariatur ratione ut asperiores necessitatibus magni"
"1","Bret","False","rerum eum molestias autem voluptatum sit optio"
"1","Bret","False","quia voluptatibus voluptatem quos similique maiores repellat"
"1","Bret","False","aut id perspiciatis voluptatem iusto"
"1","Bret","False","doloribus sint dolorum ab adipisci itaque dignissimos aliquam suscipit"
"1","Bret","False","ut sequi accusantium et mollitia delectus sunt"
"1","Bret","False","aut velit saepe ullam"
"1","Bret","False","praesentium facilis facere quis harum voluptatibus voluptatem eum"
"1","Bret","True","sint amet quia totam corporis qui exercitationem commodi"
"1","Bret","False","expedita tempore nobis eveniet laborum maiores"
"1","Bret","False","occaecati adipisci est possimus totam"
"1","Bret","True","sequi dolorem sed"
"1","Bret","False","maiores aut nesciunt delectus exercitationem vel assumenda eligendi at"
"1","Bret","False","reiciendis est magnam amet nemo iste recusandae impedit quaerat"
"1","Bret","True","eum ipsa maxime ut"
"1","Bret","True","tempore molestias dolores rerum sequi voluptates ipsum consequatur"
"1","Bret","True","suscipit qui totam"
"1","Bret","False","voluptates eum voluptas et dicta"
"1","Bret","True","quidem at rerum quis ex aut sit quam"
"1","Bret","False","sunt veritatis ut voluptate"
"1","Bret","True","et quia ad iste a"
"1","Bret","True","incidunt ut saepe autem"
"1","Bret","True","laudantium quae eligendi consequatur quia et vero autem"
